Date,Flight Number,From,To,Class,Price,Flow Card?,Bags Checked,Meal Type
2024-12-24,PA005,Tokyo,London,First Class,244,Yes,0,Vegetarian
2024-02-01,PA005,Tokyo,London,First Class,586,Yes,0,Dairy Free
2024-10-10,PA009,Tokyo,New York,Business Class,718,No,0,Vegan
2024-02-20,PA002,London,New York,Premium Economy,1737,Yes,3,Vegan
2024-07-15,PA006,London,Tokyo,Premium Economy,1342,Yes,2,Dairy Free
2024-01-07,PA003,Perth,London,Business Class,462,Yes,2,None
2024-07-11,PA002,London,New York,First Class,494,Yes,3,Vegan
2024-07-05,PA007,Perth,New York,Business Class,838,No,1,Nut Free
2024-01-08,PA007,Perth,New York,Economy,2300,Yes,1,Vegetarian
2024-02-10,PA005,Tokyo,London,Business Class,574,No,1,Vegan
2024-06-09,PA001,New York,London,Premium Economy,1045,No,0,None
2024-02-04,PA005,Tokyo,London,Business Class,328,No,3,Dairy Free
2024-08-19,PA002,London,New York,First Class,213,Yes,0,Vegetarian
2024-07-12,PA004,London,Perth,Economy,2430,No,3,Egg Free
2024-02-08,PA008,New York,Perth,Business Class,506,No,2,Nut Free
2024-10-21,PA008,New York,Perth,Premium Economy,1677,No,1,Vegan
2024-04-20,PA003,Perth,London,Economy,2030,No,2,Vegetarian
2024-06-28,PA009,Tokyo,New York,Economy,2850,Yes,1,Vegetarian
2024-06-26,PA004,London,Perth,Business Class,632,No,3,None
2024-12-31,PA001,New York,London,First Class,598,No,1,Nut Free
2024-10-24,PA002,London,New York,First Class,691,No,3,Dairy Free
2024-11-23,PA003,Perth,London,First Class,646,Yes,1,Vegan
2024-06-25,PA009,Tokyo,New York,First Class,224,No,1,Vegan
2024-10-27,PA012,Perth,Tokyo,Premium Economy,1357,No,0,Vegan
2024-04-23,PA004,London,Perth,First Class,276,No,3,Dairy Free
2024-08-11,PA012,Perth,Tokyo,Premium Economy,1140,Yes,2,Egg Free
2024-10-21,PA010,New York,Tokyo,Premium Economy,1125,No,1,None
2024-05-02,PA009,Tokyo,New York,Business Class,706,Yes,0,Egg Free
2024-03-20,PA005,Tokyo,London,Premium Economy,1577,No,3,None
2024-07-18,PA007,Perth,New York,Business Class,709,Yes,2,Nut Free
2024-11-25,PA003,Perth,London,Economy,2155,Yes,2,Nut Free
2024-05-10,PA010,New York,Tokyo,Economy,1820,No,2,Dairy Free
2024-06-10,PA001,New York,London,Premium Economy,665,Yes,0,None
2024-10-20,PA001,New York,London,Business Class,451,Yes,2,Dairy Free
2024-03-19,PA012,Perth,Tokyo,Economy,2145,No,1,Vegan
2024-10-30,PA011,Tokyo,Perth,Economy,2500,No,1,Dairy Free
2024-07-05,PA004,London,Perth,Premium Economy,1242,No,0,Vegan
2024-04-20,PA009,Tokyo,New York,Economy,2535,No,2,Nut Free
2024-04-16,PA009,Tokyo,New York,Business Class,282,Yes,2,Vegan
2024-12-26,PA006,London,Tokyo,Economy,2395,Yes,0,Dairy Free
2024-11-28,PA009,Tokyo,New York,Business Class,240,No,3,Dairy Free
2024-03-26,PA011,Tokyo,Perth,First Class,645,Yes,3,Egg Free
2024-06-23,PA007,Perth,New York,First Class,666,Yes,1,Egg Free
2024-08-16,PA011,Tokyo,Perth,Economy,1810,No,3,Vegetarian
2024-12-29,PA005,Tokyo,London,Business Class,745,No,0,Vegetarian
2024-09-09,PA012,Perth,Tokyo,Business Class,265,Yes,1,None
2024-06-01,PA012,Perth,Tokyo,First Class,368,No,0,Dairy Free
2024-08-15,PA006,London,Tokyo,Economy,1515,Yes,0,Egg Free
2024-09-09,PA009,Tokyo,New York,Premium Economy,1557,Yes,1,Dairy Free
2024-04-07,PA003,Perth,London,Premium Economy,1727,Yes,1,None
2024-04-30,PA009,Tokyo,New York,Economy,1220,Yes,3,Vegetarian
2024-08-26,PA009,Tokyo,New York,Premium Economy,1452,No,3,None
2024-10-28,PA010,New York,Tokyo,Business Class,796,Yes,2,Dairy Free
2024-05-25,PA006,London,Tokyo,First Class,336,No,2,Dairy Free
2024-11-11,PA001,New York,London,Premium Economy,1680,No,3,Vegan
2024-04-16,PA008,New York,Perth,Economy,2235,Yes,1,Egg Free
2024-04-04,PA010,New York,Tokyo,First Class,266,No,1,Dairy Free
2024-10-24,PA003,Perth,London,Economy,3235,No,2,Nut Free
2024-06-27,PA011,Tokyo,Perth,First Class,358,No,0,Vegan
2024-08-08,PA011,Tokyo,Perth,Business Class,258,No,3,Egg Free
2024-08-27,PA003,Perth,London,First Class,694,Yes,0,Dairy Free
2024-02-06,PA012,Perth,Tokyo,Premium Economy,570,Yes,2,Dairy Free
2024-08-10,PA011,Tokyo,Perth,Premium Economy,1512,No,0,Nut Free
2024-05-13,PA009,Tokyo,New York,Premium Economy,1160,No,3,None
2024-09-03,PA009,Tokyo,New York,Premium Economy,840,Yes,0,Nut Free
2024-12-31,PA002,London,New York,Premium Economy,677,Yes,3,Nut Free
2024-04-05,PA012,Perth,Tokyo,First Class,336,No,1,Nut Free
2024-06-22,PA007,Perth,New York,Premium Economy,1127,No,1,Egg Free
2024-09-13,PA001,New York,London,Economy,2270,No,3,Vegan
2024-08-28,PA003,Perth,London,Premium Economy,505,Yes,3,None
2024-10-23,PA001,New York,London,Economy,1155,Yes,1,Egg Free
2024-02-26,PA002,London,New York,Premium Economy,1382,No,3,Vegan
2024-04-03,PA008,New York,Perth,First Class,548,No,3,Vegan
2024-06-06,PA004,London,Perth,Economy,3120,No,3,Egg Free
2024-10-02,PA011,Tokyo,Perth,Business Class,679,Yes,3,Nut Free
2024-04-01,PA008,New York,Perth,Premium Economy,1530,Yes,1,Vegetarian
2024-05-09,PA002,London,New York,Economy,2585,Yes,1,Egg Free
2024-04-25,PA006,London,Tokyo,Economy,1650,Yes,3,Egg Free
2024-12-27,PA001,New York,London,Economy,1390,No,3,Vegetarian
2024-04-18,PA005,Tokyo,London,Premium Economy,927,No,3,Nut Free
2024-05-03,PA011,Tokyo,Perth,Business Class,627,Yes,2,Egg Free
2024-06-20,PA001,New York,London,First Class,456,Yes,3,Vegetarian
2024-03-16,PA009,Tokyo,New York,Economy,1235,No,0,Vegan
2024-10-09,PA012,Perth,Tokyo,Premium Economy,980,Yes,1,Egg Free
2024-06-07,PA008,New York,Perth,Business Class,735,No,1,Dairy Free
2024-08-26,PA007,Perth,New York,Economy,3360,No,3,Vegetarian
2024-12-13,PA006,London,Tokyo,Economy,2715,No,0,Egg Free
2024-09-23,PA001,New York,London,Economy,2400,No,1,None
2024-05-06,PA006,London,Tokyo,Premium Economy,832,Yes,3,Egg Free
2024-08-05,PA007,Perth,New York,Economy,1765,Yes,1,Vegetarian
2024-10-19,PA002,London,New York,Premium Economy,650,Yes,1,Vegan
2024-07-09,PA009,Tokyo,New York,Economy,1815,No,3,Nut Free
2024-10-03,PA007,Perth,New York,First Class,694,Yes,3,Nut Free
2024-08-24,PA006,London,Tokyo,Premium Economy,1447,Yes,3,None
2024-06-15,PA003,Perth,London,Economy,2600,No,0,Vegan
2024-10-13,PA012,Perth,Tokyo,Premium Economy,1092,No,2,Nut Free
2024-11-19,PA005,Tokyo,London,First Class,238,Yes,0,Vegetarian
2024-12-11,PA010,New York,Tokyo,Premium Economy,1572,No,0,None
2024-06-19,PA006,London,Tokyo,Economy,1705,Yes,2,Dairy Free
2024-12-31,PA010,New York,Tokyo,Economy,1355,No,3,Nut Free
2024-09-11,PA004,London,Perth,Premium Economy,922,Yes,2,Vegetarian
2024-07-18,PA008,New York,Perth,First Class,395,Yes,2,Dairy Free
2024-05-03,PA001,New York,London,First Class,567,Yes,2,Vegan
2024-02-07,PA009,Tokyo,New York,Business Class,421,Yes,0,Vegetarian
2024-08-06,PA002,London,New York,Business Class,586,Yes,1,Vegetarian
2024-12-13,PA009,Tokyo,New York,Business Class,604,Yes,1,Vegan
2024-06-10,PA002,London,New York,Business Class,642,No,0,Vegan
2024-07-04,PA007,Perth,New York,Premium Economy,1080,Yes,3,Vegan
2024-07-01,PA004,London,Perth,Economy,1235,Yes,1,Vegan
2024-11-11,PA006,London,Tokyo,First Class,565,No,2,Dairy Free
2024-09-14,PA008,New York,Perth,Premium Economy,1070,No,0,Vegetarian
2024-08-13,PA011,Tokyo,Perth,Business Class,768,Yes,3,Nut Free
2024-12-16,PA002,London,New York,Premium Economy,620,Yes,2,Egg Free
2024-07-05,PA011,Tokyo,Perth,Economy,2490,No,2,Nut Free
2024-02-28,PA006,London,Tokyo,Economy,1695,Yes,0,Dairy Free
2024-11-19,PA002,London,New York,Business Class,375,Yes,0,Nut Free
2024-02-27,PA009,Tokyo,New York,Business Class,369,Yes,1,Dairy Free
2024-02-08,PA006,London,Tokyo,Economy,1310,Yes,1,Dairy Free
2024-02-14,PA010,New York,Tokyo,Premium Economy,1107,Yes,1,Vegetarian
2024-08-15,PA012,Perth,Tokyo,Business Class,507,Yes,1,Vegan
2024-03-07,PA001,New York,London,Economy,2960,Yes,1,Egg Free
2024-10-30,PA010,New York,Tokyo,Business Class,402,Yes,2,Nut Free
2024-05-01,PA002,London,New York,First Class,277,Yes,3,Dairy Free
2024-12-03,PA011,Tokyo,Perth,Economy,2195,No,3,Vegetarian
2024-12-26,PA008,New York,Perth,Business Class,475,Yes,1,Vegan
2024-07-25,PA012,Perth,Tokyo,Economy,3115,Yes,2,None
2024-09-25,PA001,New York,London,Premium Economy,1375,No,2,None
2024-09-07,PA009,Tokyo,New York,Economy,3310,Yes,0,Vegetarian
2024-07-20,PA009,Tokyo,New York,First Class,470,No,3,None
2024-10-25,PA001,New York,London,First Class,633,No,1,Vegetarian
2024-07-22,PA006,London,Tokyo,Premium Economy,602,Yes,2,None
2024-03-14,PA005,Tokyo,London,Premium Economy,1457,Yes,3,Dairy Free
2024-08-27,PA007,Perth,New York,Business Class,726,Yes,3,Dairy Free
2024-04-08,PA002,London,New York,Business Class,752,No,0,Dairy Free
2024-03-16,PA012,Perth,Tokyo,First Class,618,No,2,Vegan
2024-08-05,PA012,Perth,Tokyo,Economy,3475,No,1,None
2024-08-29,PA006,London,Tokyo,Premium Economy,670,No,2,Egg Free
2024-06-13,PA007,Perth,New York,Business Class,402,No,1,Vegetarian
2024-11-06,PA011,Tokyo,Perth,Business Class,271,No,0,Nut Free
2024-05-04,PA005,Tokyo,London,Economy,1205,No,0,Nut Free
2024-09-23,PA009,Tokyo,New York,Premium Economy,1275,Yes,2,Nut Free
2024-02-28,PA007,Perth,New York,Business Class,645,No,0,None
2024-07-27,PA012,Perth,Tokyo,Business Class,466,No,3,Nut Free
2024-10-10,PA002,London,New York,Economy,3000,Yes,1,Vegan
2024-11-27,PA011,Tokyo,Perth,Economy,1210,No,2,Vegetarian
2024-08-20,PA006,London,Tokyo,Business Class,504,No,0,Egg Free
2024-06-12,PA009,Tokyo,New York,Premium Economy,1715,Yes,0,Vegan
2024-11-30,PA002,London,New York,Premium Economy,1327,No,0,Vegetarian
2024-08-31,PA004,London,Perth,First Class,599,Yes,0,Egg Free
2024-04-14,PA007,Perth,New York,Economy,2650,No,1,Vegan
2024-04-10,PA003,Perth,London,First Class,376,No,3,Dairy Free
2024-03-29,PA007,Perth,New York,Business Class,730,No,0,Vegetarian
2024-01-28,PA001,New York,London,Premium Economy,1395,Yes,0,Vegetarian
2024-05-26,PA003,Perth,London,Economy,2455,Yes,3,Dairy Free
2024-08-28,PA004,London,Perth,Economy,3050,Yes,3,Egg Free
2024-01-03,PA011,Tokyo,Perth,Economy,3500,Yes,2,Nut Free
2024-06-12,PA008,New York,Perth,Business Class,820,No,2,None
2024-12-23,PA006,London,Tokyo,Business Class,480,Yes,2,Dairy Free
2024-01-26,PA011,Tokyo,Perth,Premium Economy,1627,No,3,Egg Free
2024-06-13,PA005,Tokyo,London,Economy,3045,No,1,Vegetarian
2024-09-02,PA006,London,Tokyo,Economy,1265,No,0,Nut Free
2024-11-10,PA007,Perth,New York,Premium Economy,1070,Yes,3,Vegetarian
2024-01-12,PA009,Tokyo,New York,Premium Economy,1230,No,0,Vegan
2024-03-26,PA003,Perth,London,Business Class,508,Yes,1,Dairy Free
2024-12-14,PA011,Tokyo,Perth,Premium Economy,1310,Yes,3,Vegetarian
2024-02-06,PA003,Perth,London,Business Class,742,No,3,None
2024-07-10,PA005,Tokyo,London,Business Class,787,Yes,3,Dairy Free
2024-03-20,PA009,Tokyo,New York,Premium Economy,722,No,0,Vegan
2024-10-31,PA002,London,New York,First Class,275,Yes,1,Nut Free
2024-04-23,PA003,Perth,London,Economy,1915,No,1,Nut Free
2024-05-14,PA008,New York,Perth,Premium Economy,1477,Yes,1,Nut Free
2024-02-03,PA004,London,Perth,Economy,2150,No,0,Nut Free
2024-01-11,PA005,Tokyo,London,Premium Economy,542,No,1,None
2024-12-03,PA012,Perth,Tokyo,First Class,681,No,1,Egg Free
2024-10-21,PA008,New York,Perth,Business Class,793,No,0,Vegetarian
2024-02-11,PA012,Perth,Tokyo,First Class,453,No,3,None
2024-04-04,PA009,Tokyo,New York,Economy,3175,Yes,0,Vegetarian
2024-09-01,PA006,London,Tokyo,Economy,2645,No,1,Nut Free
2024-01-26,PA001,New York,London,Economy,1185,No,0,Dairy Free
2024-10-29,PA002,London,New York,Premium Economy,1627,No,0,Nut Free
2024-06-20,PA006,London,Tokyo,First Class,200,Yes,2,Dairy Free
2024-02-13,PA004,London,Perth,Premium Economy,752,Yes,0,None
2024-06-27,PA012,Perth,Tokyo,Premium Economy,1260,No,3,Egg Free
2024-05-14,PA006,London,Tokyo,Premium Economy,990,Yes,2,Egg Free
2024-04-10,PA007,Perth,New York,Economy,1935,No,2,Egg Free
2024-04-16,PA007,Perth,New York,First Class,425,No,0,Egg Free
2024-08-02,PA003,Perth,London,Business Class,273,No,0,Dairy Free
2024-09-08,PA012,Perth,Tokyo,First Class,389,No,0,Egg Free
2024-09-15,PA001,New York,London,Business Class,392,No,1,Dairy Free
2024-01-04,PA010,New York,Tokyo,Economy,2495,No,0,Vegetarian
2024-04-24,PA008,New York,Perth,Business Class,532,No,3,Egg Free
2024-08-27,PA001,New York,London,First Class,421,No,2,Nut Free
2024-10-29,PA001,New York,London,First Class,216,Yes,0,Nut Free
2024-04-23,PA001,New York,London,Business Class,246,No,3,None
2024-08-07,PA006,London,Tokyo,Premium Economy,607,No,3,Egg Free
2024-12-09,PA009,Tokyo,New York,Economy,1995,No,3,Nut Free
2024-02-10,PA005,Tokyo,London,First Class,681,Yes,1,Vegetarian
2024-08-13,PA008,New York,Perth,First Class,506,Yes,2,Nut Free
2024-04-03,PA001,New York,London,Business Class,298,Yes,0,Vegan
2024-06-19,PA009,Tokyo,New York,Premium Economy,1275,Yes,1,None
2024-05-22,PA009,Tokyo,New York,First Class,389,No,3,None
2024-04-19,PA010,New York,Tokyo,First Class,601,No,2,Vegetarian
2024-03-07,PA009,Tokyo,New York,Business Class,332,Yes,3,Egg Free
2024-12-05,PA002,London,New York,First Class,665,No,0,Vegan
2024-08-30,PA005,Tokyo,London,Economy,3315,Yes,3,Nut Free
2024-06-03,PA002,London,New York,Economy,1230,Yes,0,Vegetarian
2024-07-28,PA006,London,Tokyo,Premium Economy,1180,No,3,Vegetarian
2024-07-11,PA009,Tokyo,New York,Premium Economy,1402,No,1,Vegan
2024-02-25,PA002,London,New York,Economy,1690,No,1,Egg Free
2024-12-16,PA010,New York,Tokyo,Business Class,331,No,2,None
2024-10-01,PA002,London,New York,Economy,2415,Yes,0,Vegan
2024-04-24,PA012,Perth,Tokyo,Premium Economy,535,Yes,2,Vegan
2024-06-20,PA001,New York,London,Premium Economy,930,Yes,0,Vegan
2024-10-09,PA003,Perth,London,Economy,3415,Yes,3,Vegetarian
2024-10-20,PA005,Tokyo,London,First Class,514,Yes,1,Nut Free
2024-02-15,PA009,Tokyo,New York,Economy,2980,Yes,0,None
2024-04-14,PA004,London,Perth,Economy,1315,No,1,Vegan
2024-11-30,PA002,London,New York,Business Class,634,No,1,Vegan
2024-01-15,PA008,New York,Perth,Business Class,502,Yes,3,Vegan
2024-05-14,PA012,Perth,Tokyo,Business Class,811,No,1,None
2024-08-16,PA010,New York,Tokyo,Economy,3265,Yes,2,Vegetarian
2024-08-02,PA008,New York,Perth,Premium Economy,1550,Yes,1,Dairy Free
2024-06-06,PA011,Tokyo,Perth,Economy,1000,No,1,Vegan
2024-07-13,PA005,Tokyo,London,Economy,1480,Yes,1,Vegetarian
2024-01-27,PA002,London,New York,Business Class,489,Yes,1,None
2024-02-28,PA010,New York,Tokyo,Economy,1105,No,0,Nut Free
2024-09-19,PA002,London,New York,Premium Economy,635,Yes,1,Vegetarian
2024-03-09,PA004,London,Perth,Economy,2160,No,3,Vegan
2024-01-26,PA009,Tokyo,New York,Economy,3150,No,0,Dairy Free
2024-08-16,PA007,Perth,New York,Premium Economy,757,Yes,3,Egg Free
2024-10-15,PA009,Tokyo,New York,Premium Economy,870,Yes,0,Dairy Free
2024-03-12,PA007,Perth,New York,Business Class,434,Yes,1,Nut Free
2024-07-17,PA001,New York,London,First Class,210,No,1,Vegetarian
2024-08-19,PA007,Perth,New York,Premium Economy,862,No,1,Vegan
2024-01-02,PA011,Tokyo,Perth,First Class,495,No,0,Dairy Free
2024-04-15,PA003,Perth,London,Business Class,249,Yes,3,Egg Free
2024-05-13,PA004,London,Perth,Economy,2785,Yes,3,Vegan
2024-11-24,PA010,New York,Tokyo,Premium Economy,1155,No,2,None
2024-02-22,PA011,Tokyo,Perth,Business Class,534,No,2,Nut Free
2024-08-30,PA005,Tokyo,London,Business Class,811,Yes,3,Vegan
2024-12-25,PA012,Perth,Tokyo,First Class,506,No,3,Nut Free
2024-10-01,PA004,London,Perth,First Class,510,Yes,1,Vegetarian
2024-09-21,PA008,New York,Perth,Business Class,445,No,2,None
2024-05-19,PA010,New York,Tokyo,Premium Economy,1555,Yes,2,Egg Free
2024-05-27,PA004,London,Perth,Economy,3020,No,2,Vegan
2024-06-01,PA009,Tokyo,New York,First Class,274,Yes,3,Vegetarian
2024-10-30,PA008,New York,Perth,Business Class,423,No,3,Dairy Free
2024-05-11,PA005,Tokyo,London,Business Class,706,Yes,1,Egg Free
2024-05-03,PA012,Perth,Tokyo,Economy,1395,No,0,Vegan
2024-09-12,PA008,New York,Perth,Economy,1315,Yes,0,Dairy Free
2024-03-29,PA001,New York,London,First Class,208,No,2,Nut Free
2024-08-23,PA011,Tokyo,Perth,Economy,1160,Yes,1,Dairy Free
2024-10-25,PA010,New York,Tokyo,Business Class,382,No,0,Vegan
2024-09-23,PA012,Perth,Tokyo,Economy,3495,Yes,0,Egg Free
2024-08-07,PA004,London,Perth,Premium Economy,710,No,1,Dairy Free
2024-07-27,PA003,Perth,London,Premium Economy,1232,Yes,1,None
2024-07-13,PA005,Tokyo,London,Premium Economy,927,No,3,Nut Free
2024-11-22,PA001,New York,London,Economy,1030,Yes,1,None
2024-05-29,PA010,New York,Tokyo,Economy,2765,Yes,3,Dairy Free
2024-05-20,PA004,London,Perth,Business Class,807,No,0,Nut Free
2024-09-19,PA012,Perth,Tokyo,Premium Economy,717,No,0,Egg Free
2024-02-04,PA008,New York,Perth,Economy,1295,Yes,2,Egg Free
2024-11-10,PA011,Tokyo,Perth,First Class,266,No,1,Vegetarian
2024-12-17,PA011,Tokyo,Perth,Business Class,272,No,3,Egg Free
2024-11-10,PA007,Perth,New York,Business Class,646,No,2,Egg Free
2024-04-21,PA003,Perth,London,First Class,594,No,3,Nut Free
2024-01-18,PA005,Tokyo,London,First Class,649,No,0,None
2024-09-10,PA012,Perth,Tokyo,Business Class,420,Yes,2,Nut Free
2024-04-30,PA011,Tokyo,Perth,First Class,693,No,2,Vegan
2024-12-21,PA002,London,New York,Business Class,379,Yes,0,Dairy Free
2024-12-25,PA003,Perth,London,First Class,473,Yes,0,None
2024-12-06,PA003,Perth,London,First Class,436,No,0,None
2024-02-11,PA005,Tokyo,London,First Class,427,No,0,Nut Free
2024-05-19,PA011,Tokyo,Perth,First Class,660,No,2,Dairy Free
2024-07-15,PA011,Tokyo,Perth,Premium Economy,1670,Yes,1,Vegan
2024-12-09,PA003,Perth,London,First Class,602,Yes,2,Egg Free
2024-01-23,PA010,New York,Tokyo,Business Class,554,No,0,Vegan
2024-10-07,PA006,London,Tokyo,Premium Economy,1572,No,1,Nut Free
2024-09-20,PA010,New York,Tokyo,First Class,214,Yes,3,Dairy Free
2024-07-02,PA007,Perth,New York,Business Class,338,No,0,Egg Free
2024-03-13,PA008,New York,Perth,Premium Economy,662,No,2,None
2024-07-22,PA010,New York,Tokyo,Premium Economy,1540,No,0,Dairy Free
2024-05-07,PA012,Perth,Tokyo,Business Class,609,No,3,Egg Free
2024-06-10,PA011,Tokyo,Perth,Premium Economy,1260,No,0,Vegan
2024-12-23,PA009,Tokyo,New York,Premium Economy,952,Yes,2,Egg Free
2024-01-25,PA001,New York,London,First Class,224,No,0,Vegan
2024-11-28,PA005,Tokyo,London,Economy,2830,Yes,3,Vegan
2024-06-15,PA009,Tokyo,New York,First Class,470,No,0,Vegetarian
2024-07-20,PA010,New York,Tokyo,Economy,2535,No,0,Nut Free
2024-12-03,PA002,London,New York,Business Class,710,Yes,1,Dairy Free
2024-11-06,PA001,New York,London,Premium Economy,965,No,1,None
2024-06-28,PA006,London,Tokyo,Economy,1885,No,1,Nut Free
2024-03-05,PA004,London,Perth,Economy,2655,Yes,2,Egg Free
2024-12-08,PA009,Tokyo,New York,First Class,644,Yes,0,Egg Free
2024-07-23,PA004,London,Perth,Economy,1360,Yes,3,Nut Free
2024-03-23,PA011,Tokyo,Perth,Premium Economy,572,Yes,2,Vegetarian
2024-03-25,PA004,London,Perth,Premium Economy,885,Yes,3,Egg Free
2024-05-10,PA003,Perth,London,Economy,1350,No,2,Egg Free
2024-01-16,PA009,Tokyo,New York,Business Class,670,No,1,Dairy Free
2024-01-20,PA004,London,Perth,First Class,470,No,0,None
2024-05-18,PA008,New York,Perth,First Class,625,Yes,2,Egg Free
2024-10-30,PA005,Tokyo,London,Premium Economy,1187,No,2,Nut Free
2024-03-29,PA002,London,New York,Economy,1515,Yes,2,None
2024-05-29,PA008,New York,Perth,Economy,3435,Yes,2,Egg Free
2024-12-17,PA002,London,New York,Economy,3085,No,0,Dairy Free
2024-04-19,PA009,Tokyo,New York,Economy,2475,No,0,Nut Free
2024-07-02,PA001,New York,London,First Class,554,No,0,None
2024-03-16,PA011,Tokyo,Perth,Economy,2305,Yes,2,Vegetarian
2024-08-07,PA006,London,Tokyo,Business Class,460,Yes,1,Dairy Free
2024-09-23,PA004,London,Perth,Economy,3230,No,2,Egg Free
2024-09-16,PA001,New York,London,Premium Economy,507,Yes,0,Nut Free
2024-09-22,PA012,Perth,Tokyo,Economy,1550,Yes,1,Nut Free
2024-08-30,PA008,New York,Perth,Business Class,482,No,0,Vegetarian
2024-06-08,PA007,Perth,New York,Business Class,490,No,2,None
2024-04-04,PA012,Perth,Tokyo,Business Class,583,Yes,1,Vegetarian
2024-04-11,PA007,Perth,New York,First Class,661,No,1,Vegetarian
2024-08-28,PA011,Tokyo,Perth,Premium Economy,780,Yes,2,Vegan
2024-02-13,PA003,Perth,London,First Class,572,No,3,None
2024-06-14,PA005,Tokyo,London,Business Class,421,Yes,0,None
2024-06-20,PA011,Tokyo,Perth,Business Class,259,No,1,Vegetarian
2024-06-27,PA007,Perth,New York,Economy,2060,Yes,1,Nut Free
2024-11-08,PA002,London,New York,Premium Economy,865,Yes,3,Vegetarian
2024-08-28,PA003,Perth,London,Economy,1475,No,3,Vegetarian
2024-10-27,PA002,London,New York,Economy,2780,Yes,2,Egg Free
2024-11-24,PA011,Tokyo,Perth,Business Class,415,Yes,3,Vegan
2024-03-27,PA003,Perth,London,Business Class,426,Yes,0,Egg Free
2024-04-18,PA011,Tokyo,Perth,Business Class,327,No,0,Dairy Free
2024-08-31,PA003,Perth,London,Economy,3055,No,3,Dairy Free
2024-09-11,PA010,New York,Tokyo,First Class,692,Yes,2,Vegetarian
2024-12-23,PA006,London,Tokyo,Premium Economy,1380,Yes,1,Egg Free
2024-04-30,PA008,New York,Perth,Economy,3265,No,2,None
2024-07-03,PA005,Tokyo,London,Business Class,374,No,3,Nut Free
2024-05-14,PA008,New York,Perth,Economy,2435,Yes,0,Vegetarian
2024-07-30,PA005,Tokyo,London,Premium Economy,1347,No,1,Nut Free
2024-12-06,PA011,Tokyo,Perth,Economy,2705,No,1,Nut Free
2024-07-03,PA012,Perth,Tokyo,Premium Economy,1582,Yes,1,Egg Free
2024-03-14,PA008,New York,Perth,Premium Economy,1127,Yes,1,None
2024-07-29,PA005,Tokyo,London,Business Class,262,No,1,None
2024-07-03,PA008,New York,Perth,Premium Economy,1457,Yes,1,Egg Free
2024-02-04,PA001,New York,London,Business Class,793,Yes,0,None
2024-01-21,PA006,London,Tokyo,First Class,647,No,2,Egg Free
2024-04-06,PA010,New York,Tokyo,First Class,324,No,1,Vegetarian
2024-04-19,PA011,Tokyo,Perth,Business Class,394,No,1,Egg Free
2024-01-18,PA007,Perth,New York,First Class,554,No,0,None
